x,test_data,pred1,pred2,threshold,seed_0_fixed,seed_1_fixed,seed_2_fixed,seed_3_fixed,seed_4_fixed,seed_0_moving,seed_1_moving,seed_2_moving,seed_3_moving,seed_4_moving
20,1.957549908,1.882148695,1.875215936,1.4,1.86443615,1.899411559,1.871047616,1.903575897,1.872272253,1.861854315,1.889671206,1.86790669,1.891626477,1.86502099
21,1.945815017,1.865357137,1.868715596,1.4,1.859165549,1.879100561,1.844277859,1.884891987,1.859349728,1.872649431,1.87666893,1.855684519,1.876490593,1.862084508
22,1.924246112,1.864342761,1.881180906,1.4,1.852525711,1.880522728,1.851565123,1.872830272,1.864269972,1.86650753,1.890884519,1.873798966,1.892131805,1.882581711
23,1.945981133,1.851736045,1.856773687,1.4,1.841590405,1.862568617,1.84330833,1.862408638,1.848804235,1.85764277,1.873729706,1.840253353,1.867960811,1.844281793
24,1.901407931,1.846842384,1.872223592,1.4,1.838057995,1.8532722,1.827618837,1.872151256,1.843111634,1.865470886,1.879962444,1.864532232,1.871392727,1.879759669
25,1.878674214,1.838367987,1.859213328,1.4,1.827528238,1.842273355,1.830895543,1.85089469,1.840248108,1.86722517,1.847257972,1.862450719,1.855986118,1.863146663
26,1.868306133,1.837285447,1.872118711,1.4,1.826189518,1.859724522,1.814352989,1.850648403,1.835511804,1.869023085,1.848917723,1.869395494,1.89517951,1.878077745
27,1.856024407,1.827116513,1.841638017,1.4,1.811948419,1.83880794,1.808186293,1.847001672,1.829638243,1.848999977,1.82631886,1.833791018,1.848253489,1.85082674
28,1.845199796,1.820726704,1.876091123,1.4,1.809185266,1.837252855,1.804053068,1.82643199,1.826710343,1.869050026,1.903473616,1.842150092,1.869675994,1.896105886
29,1.857228891,1.8166852,1.838667107,1.4,1.800168514,1.836770058,1.78889966,1.840752363,1.816835403,1.827814221,1.849616885,1.818578839,1.836947203,1.860378385
30,1.924776089,1.805225182,1.845607615,1.4,1.794790387,1.815105438,1.78491354,1.82072711,1.810589433,1.835061789,1.858924389,1.817057014,1.847556472,1.86943841
31,1.882231753,1.807782459,1.826310515,1.4,1.788280606,1.833725214,1.78117919,1.827211142,1.808516145,1.823334217,1.831900358,1.794997454,1.8477422,1.833578348
32,1.855276688,1.795694161,1.835342956,1.4,1.780631185,1.809728265,1.766540766,1.826792002,1.794778585,1.841994047,1.856975675,1.793356538,1.84062016,1.843768358
33,1.839250892,1.795289135,1.841352463,1.4,1.779133677,1.809642076,1.766363502,1.822749257,1.798557162,1.819389343,1.858711362,1.832047462,1.868751049,1.827863097
34,1.818539607,1.787374926,1.829386926,1.4,1.768601894,1.804286242,1.764221787,1.811066151,1.788698554,1.825834632,1.847200274,1.806101084,1.855569005,1.812229633
35,1.813477006,1.780201006,1.84256866,1.4,1.766603947,1.806025267,1.745373011,1.800573707,1.782429099,1.839500666,1.844619393,1.81923604,1.869651794,1.839835405
36,1.797101845,1.778966332,1.825566006,1.4,1.756060839,1.794549942,1.751358032,1.810648084,1.782214761,1.826417208,1.816727877,1.828121543,1.82706368,1.829499722
37,1.781004629,1.766665888,1.826468777,1.4,1.753931761,1.786943197,1.743089914,1.779383659,1.769980907,1.819767594,1.815997839,1.82996726,1.845456123,1.821155071
38,1.771013042,1.764561725,1.809297609,1.4,1.745549083,1.786845684,1.72799468,1.793970227,1.768448949,1.802801609,1.8097893,1.804176331,1.811527491,1.818193316
39,1.760471245,1.757360554,1.814567876,1.4,1.740513802,1.765029669,1.736025572,1.783895373,1.761338353,1.805735826,1.843937159,1.78017807,1.814729333,1.828258991
40,1.750291379,1.753243852,1.785208773,1.4,1.734866977,1.786275864,1.718779325,1.773350477,1.752946615,1.770092487,1.799887776,1.777734756,1.778987169,1.799341679
41,1.739492504,1.744886947,1.779554772,1.4,1.727619529,1.757052183,1.714120507,1.77613318,1.749509335,1.770223379,1.78948462,1.767819166,1.778244257,1.792002439
42,1.754676655,1.741343546,1.766149759,1.4,1.724478245,1.761730313,1.715807557,1.759931326,1.744770288,1.763396978,1.772052169,1.745746851,1.7913872,1.758165598
43,1.765939094,1.734689951,1.753121615,1.4,1.714831233,1.758589864,1.696531415,1.767277956,1.736219287,1.752506137,1.763044119,1.738807917,1.76410377,1.74714613
44,1.733788742,1.728429294,1.759503841,1.4,1.712943554,1.747939229,1.699060917,1.747793436,1.734409332,1.749557257,1.776910782,1.762104034,1.773498416,1.735448718
45,1.713325912,1.727166033,1.752934313,1.4,1.703832984,1.751702189,1.693198919,1.760859251,1.72623682,1.745928049,1.762586951,1.748618364,1.770851493,1.736686707
46,1.702407781,1.714665747,1.744838047,1.4,1.701259613,1.73425734,1.677705407,1.741968632,1.718137741,1.741659164,1.751353383,1.730769873,1.760458231,1.739949584
47,1.823719462,1.714956665,1.730728626,1.4,1.693573833,1.739336729,1.682181001,1.742366552,1.717325211,1.728200197,1.738279819,1.734686613,1.728520393,1.723956108
48,1.808128405,1.706504583,1.721195769,1.4,1.689114332,1.720144987,1.673317194,1.745197535,1.704748869,1.719555378,1.72245419,1.72742033,1.715506077,1.721042871
49,1.775761095,1.700291586,1.717495465,1.4,1.683970928,1.736239672,1.660440445,1.71787858,1.702928305,1.72900939,1.70939672,1.727645874,1.714250326,1.707175016
50,1.744740984,1.697128344,1.731445932,1.4,1.677239895,1.710443974,1.66588676,1.735093594,1.696977496,1.721043944,1.723246574,1.737041116,1.739121199,1.736776829
51,1.729207034,1.688280773,1.706149769,1.4,1.673964381,1.713538408,1.654271841,1.712101221,1.687528014,1.713630319,1.721358895,1.683081031,1.713409662,1.699268937
52,1.708108655,1.685604358,1.722681809,1.4,1.665784478,1.712946773,1.644426107,1.718502641,1.68636179,1.717594743,1.738019943,1.71238482,1.706707597,1.73870194
53,1.697595424,1.678082991,1.701708436,1.4,1.663631201,1.693519592,1.650805354,1.705418587,1.677040219,1.707982183,1.687391639,1.711757302,1.686447382,1.714963675
54,1.682063452,1.674784732,1.709184241,1.4,1.655417323,1.70919466,1.633812428,1.704790115,1.670709133,1.714891672,1.676750422,1.709956408,1.729392171,1.714930534
55,1.671476832,1.66705575,1.682037854,1.4,1.652613521,1.681535125,1.631338596,1.703252316,1.666539192,1.69342041,1.655204535,1.68044138,1.692315578,1.688807368
56,1.660759139,1.662179017,1.712345505,1.4,1.64565289,1.692215681,1.633783817,1.681715965,1.657526731,1.707989454,1.741494417,1.679191113,1.704774499,1.728278041
57,1.651121015,1.656921625,1.682316899,1.4,1.641367912,1.675959587,1.613942385,1.701668262,1.651669979,1.666847706,1.70596981,1.668946862,1.680460215,1.689359903
58,1.640134926,1.651306343,1.681469965,1.4,1.636315823,1.682293415,1.619803309,1.67021966,1.647899508,1.670861602,1.696504951,1.664886951,1.674019575,1.701076746
59,1.629199942,1.646881437,1.663830996,1.4,1.630176902,1.667713642,1.613444805,1.685057521,1.638014317,1.66447866,1.666485429,1.644092798,1.686993122,1.657104969
60,1.60884963,1.63870914,1.649702883,1.4,1.626871228,1.662867665,1.597471952,1.671688437,1.634646416,1.658433557,1.658795238,1.629875183,1.657576323,1.643834114
61,1.60352449,1.63708334,1.651900148,1.4,1.619633198,1.667465091,1.606528521,1.663427711,1.628362179,1.645142317,1.669654131,1.660692692,1.668192148,1.615819454
62,1.598971214,1.628244376,1.648039031,1.4,1.617122889,1.643231392,1.592849612,1.669239163,1.618778825,1.641141415,1.665218353,1.651633382,1.668741703,1.613460302
63,1.587627312,1.624416947,1.639535856,1.4,1.609772563,1.664505482,1.584005833,1.646871328,1.616929531,1.643652678,1.646843553,1.625390768,1.66437614,1.617416143
64,1.582971974,1.619777989,1.630544782,1.4,1.606893301,1.632073998,1.590904832,1.662227154,1.606790662,1.630932808,1.635182142,1.642384768,1.625659347,1.618564844
65,1.567137637,1.610834122,1.614837503,1.4,1.600570202,1.645089388,1.574236393,1.633168459,1.601106167,1.614681125,1.620740652,1.627405643,1.611803412,1.599556684
66,1.561344614,1.609674191,1.601967025,1.4,1.596467495,1.632719398,1.57136476,1.650954723,1.596864581,1.602923036,1.609938145,1.61064744,1.598538399,1.587788105
67,1.551171189,1.602574015,1.591188526,1.4,1.591662645,1.627965689,1.574584961,1.631388545,1.587268233,1.591007829,1.599237442,1.599178672,1.588591576,1.577927113
68,1.540674161,1.59615376,1.579201245,1.4,1.58613658,1.627852559,1.556882501,1.626379132,1.583518028,1.581999063,1.585976362,1.586254835,1.5784868,1.563289165
69,1.525313874,1.593265247,1.568926835,1.4,1.582762718,1.611193895,1.559358478,1.635971904,1.577039242,1.571050882,1.570979357,1.578165054,1.570232034,1.554206848
70,1.530157032,1.586455631,1.559030962,1.4,1.576276064,1.622831821,1.557812452,1.606575727,1.568782091,1.563077569,1.563571334,1.566108346,1.559329629,1.543067932
71,1.524656683,1.5806988,1.550473738,1.4,1.573556066,1.596729279,1.540371656,1.628094912,1.564742088,1.552623034,1.556896925,1.555545449,1.552519321,1.534783959
72,1.514549299,1.57761538,1.539039445,1.4,1.566990614,1.61670959,1.548313975,1.598806739,1.557255983,1.543178558,1.544153094,1.547339439,1.535256624,1.525269508
73,1.509391505,1.570699477,1.536189961,1.4,1.564038992,1.587420583,1.539372802,1.612921476,1.549743533,1.537261963,1.541328907,1.543450713,1.535663843,1.523244381
74,1.503997433,1.564736819,1.520348096,1.4,1.558253407,1.596889853,1.526071668,1.596224546,1.546244621,1.525003195,1.523772359,1.524567366,1.521725178,1.506672382
75,1.493520192,1.56223433,1.516076946,1.4,1.554353595,1.590623736,1.53650701,1.592320442,1.537366867,1.520471573,1.522101641,1.520578504,1.513225675,1.504007339
76,1.487632302,1.555313992,1.507199526,1.4,1.549813747,1.575806856,1.519879222,1.598779082,1.532291055,1.511033297,1.511184931,1.516053915,1.504850626,1.492874861
77,1.530287621,1.549110007,1.500520301,1.4,1.544800162,1.588521004,1.514893651,1.569832325,1.527502894,1.505764723,1.502578974,1.505170584,1.501784086,1.487303138
78,1.504076009,1.547783279,1.491120625,1.4,1.541406155,1.5609622,1.522020578,1.595923781,1.518603683,1.497043848,1.490320802,1.498798609,1.492209911,1.477229953
79,1.488759361,1.538343668,1.49102714,1.4,1.535615683,1.578709006,1.501974463,1.560208321,1.515210867,1.500974655,1.491250038,1.497307062,1.486111879,1.479492068
80,1.478277929,1.535364699,1.490029073,1.4,1.532806396,1.553345919,1.505197763,1.577530265,1.507943153,1.49021256,1.490767956,1.494624019,1.490813136,1.483727694
81,1.478459982,1.532599449,1.473689532,1.4,1.526944637,1.566749573,1.505168915,1.563066483,1.501067638,1.482059121,1.477793574,1.473090172,1.472449303,1.463055491
82,1.473214845,1.521997667,1.477425289,1.4,1.523988605,1.547425032,1.486935616,1.554484844,1.497154236,1.481981516,1.477402925,1.482385635,1.471128583,1.474227786
83,1.467516494,1.523005343,1.466498304,1.4,1.518732429,1.54747498,1.494990349,1.564380169,1.489448786,1.477385879,1.459363222,1.472391725,1.46143508,1.461915612
84,1.451629266,1.514473057,1.465853,1.4,1.515065193,1.549772978,1.487757206,1.535609365,1.484160542,1.47270143,1.4561342,1.471148729,1.47139287,1.457887769
85,1.451923772,1.510392403,1.454355454,1.4,1.510807037,1.527002454,1.474101543,1.560598135,1.479452848,1.461333752,1.449486732,1.459393501,1.45283699,1.448726296
86,1.447148469,1.506854916,1.462467837,1.4,1.506265998,1.547686577,1.483883977,1.524460793,1.471977234,1.466367602,1.475355148,1.450632811,1.45960784,1.460375786
87,1.446853811,1.500070214,1.444591641,1.4,1.502939939,1.514461756,1.470481277,1.544944882,1.467523217,1.447576523,1.4467448,1.447016954,1.439971924,1.441648006
88,1.441674193,1.496820712,1.44666574,1.4,1.497793674,1.534178734,1.462923646,1.52722013,1.461987376,1.449880004,1.445475698,1.452141762,1.440770864,1.445060372
89,1.593586659,1.490654707,1.435932589,1.4,1.49497509,1.512717485,1.4718014,1.518845916,1.454933643,1.44441545,1.432269096,1.434223056,1.445407391,1.42334795
90,1.546390238,1.488765597,1.432872414,1.4,1.489759922,1.516564608,1.453501701,1.532633424,1.451368332,1.441998005,1.435625553,1.427888393,1.431892633,1.426957488
91,1.514705592,1.478977871,1.442726564,1.4,1.486870885,1.510581613,1.453648925,1.498995662,1.444792271,1.457492471,1.440085649,1.456627846,1.435705781,1.423721075
92,1.498978608,1.480893922,1.465560556,1.4,1.482133627,1.498256922,1.457841992,1.526796579,1.439440489,1.456792355,1.461693168,1.469671726,1.47249198,1.467153549
93,1.483111075,1.470739865,1.432845926,1.4,1.47872448,1.509944201,1.438059568,1.491407752,1.435563326,1.453891277,1.434143305,1.406477809,1.447610497,1.422106743
94,1.472966483,1.468231654,1.459929466,1.4,1.474780679,1.482003808,1.445568562,1.509986162,1.42881906,1.467838407,1.451541901,1.468036413,1.438457608,1.473773003
95,1.46276044,1.466989994,1.445264459,1.4,1.470703363,1.504684687,1.441756964,1.492967129,1.424837828,1.463447332,1.415700674,1.461692333,1.432767868,1.452714086
96,1.451836468,1.454363322,1.454338431,1.4,1.467522979,1.472842693,1.425520062,1.486012697,1.41991818,1.469589233,1.415999532,1.456649184,1.472977281,1.456476927
97,1.446867064,1.460288286,1.433799768,1.4,1.462975502,1.488665581,1.436798096,1.498924136,1.414078116,1.445214152,1.404013157,1.439193964,1.431761742,1.448815823
98,1.441380399,1.446868634,1.468603778,1.4,1.460232496,1.47456646,1.424962282,1.464135289,1.410446644,1.4707582,1.496774435,1.43155098,1.453769803,1.490165472
99,1.431210745,1.448044873,1.433018494,1.4,1.455627561,1.467963696,1.415867329,1.495577097,1.40518868,1.42325294,1.439731598,1.424949527,1.426961184,1.45019722
100,1.426024718,1.442247701,1.439359403,1.4,1.452874303,1.474845767,1.426111937,1.457068443,1.400338054,1.435355902,1.443255424,1.436509848,1.423198104,1.458477736
101,1.42048765,1.436462808,1.429083228,1.4,1.448644876,1.451288462,1.409130931,1.476421833,1.396827936,1.433846712,1.428315997,1.411414146,1.459117889,1.412721395
102,1.420700623,1.435358286,1.416392231,1.4,1.445519447,1.470413327,1.407853603,1.461493731,1.391511321,1.431199551,1.423130035,1.395234704,1.422413707,1.409983158
103,1.452255804,1.427235603,1.431029844,1.4,1.441922426,1.440864801,1.413708925,1.452100992,1.387580872,1.426690459,1.448040724,1.444255114,1.442218781,1.393944144
104,1.431557633,1.428711486,1.426101852,1.4,1.438297987,1.46014154,1.39506197,1.466238737,1.383817196,1.428240061,1.43531847,1.429602504,1.441098213,1.39625001
105,1.415015751,1.416510129,1.42754519,1.4,1.435325027,1.435899734,1.400507808,1.432101488,1.378716588,1.44369173,1.425305128,1.410630703,1.442264676,1.415833712
106,1.409731151,1.422547364,1.42511437,1.4,1.431340456,1.442657232,1.399997711,1.463158488,1.375582933,1.429121733,1.422392845,1.442797065,1.412223101,1.419037104
107,1.404917318,1.409085846,1.409611463,1.4,1.428745508,1.438521862,1.383009434,1.423841238,1.371311188,1.419425964,1.410591841,1.415385246,1.402026176,1.40062809
108,1.395164297,1.410571504,1.408155393,1.4,1.424718142,1.422313213,1.39323175,1.445454597,1.367139816,1.416068554,1.404092669,1.41871047,1.396234512,1.405670762
109,1.394534383,1.407898498,1.401387334,1.4,1.422155857,1.438643098,1.385241151,1.429263353,1.364189029,1.411666274,1.39134872,1.412354946,1.393831015,1.397735715
110,1.389317118,1.395860171,1.395988703,1.4,1.418423891,1.408365488,1.373417616,1.419229507,1.359864354,1.40575242,1.384660244,1.400289059,1.397856951,1.39138484
111,1.383837947,1.404747105,1.388003182,1.4,1.415605545,1.430450201,1.385062456,1.436032772,1.356584549,1.396942735,1.382193804,1.392296314,1.381078005,1.387505054
112,1.373681424,1.387873244,1.393171,1.4,1.412378192,1.403453112,1.370299101,1.399758577,1.35347724,1.397782803,1.400161266,1.38976264,1.384483218,1.393665075
113,1.378605989,1.394407725,1.379367638,1.4,1.409193993,1.415429473,1.366309881,1.431502819,1.349602461,1.38322866,1.37903595,1.380468369,1.374498963,1.379606247
114,1.37376003,1.384780288,1.376912737,1.4,1.406475902,1.40239501,1.374950647,1.393237114,1.346842766,1.382599354,1.374478579,1.379679441,1.370756388,1.377049923
115,1.368258058,1.383003736,1.37082243,1.4,1.403022647,1.397591949,1.356658697,1.414082885,1.3436625,1.380704641,1.367405415,1.370855093,1.372151375,1.362995625
116,1.363302404,1.380658984,1.367964625,1.4,1.400632739,1.403914213,1.360640287,1.397792101,1.34031558,1.377198219,1.366650581,1.367015839,1.365539432,1.363419056
117,1.358096614,1.373445082,1.364806747,1.4,1.397150755,1.380458832,1.362828374,1.388872743,1.337914705,1.370791793,1.365250468,1.371242523,1.363485575,1.353263378
118,1.353269091,1.376361513,1.363792014,1.4,1.394821525,1.40135622,1.345434904,1.405453682,1.334741235,1.371186852,1.363573074,1.365339994,1.362049341,1.356810808
119,1.384160574,1.363436913,1.357971525,1.4,1.391572952,1.370343089,1.354939222,1.368299961,1.332029343,1.368919134,1.353853583,1.355888724,1.354674101,1.356522083
120,1.405146779,1.372058082,1.354090715,1.4,1.389076471,1.38990736,1.349595547,1.401997089,1.329713941,1.363143206,1.34851253,1.361620069,1.344513655,1.352664113
121,1.378719023,1.356375718,1.349829888,1.4,1.386230707,1.36944294,1.336758614,1.362720609,1.326725721,1.361118674,1.340780973,1.358505487,1.341763616,1.346980691
122,1.368265778,1.362345266,1.3556916,1.4,1.383474112,1.372091293,1.348246574,1.383338928,1.324575424,1.365003347,1.348914266,1.358182192,1.349716425,1.356641769
123,1.35731513,1.355770969,1.349671197,1.4,1.381044626,1.370768547,1.336304665,1.368558645,1.322178364,1.35692358,1.346345663,1.346693158,1.348084688,1.350308895
124,1.352493464,1.348392987,1.346076846,1.4,1.378092527,1.355243564,1.330203533,1.358776093,1.31964922,1.357027531,1.342894077,1.344675541,1.33698082,1.348806262
125,1.347409915,1.355820107,1.347823858,1.4,1.375945091,1.369927287,1.340099573,1.375365376,1.317763209,1.358206749,1.336166978,1.353078842,1.337944031,1.353722692
126,1.337007513,1.338842726,1.342153168,1.4,1.372976065,1.342802286,1.323839188,1.339174747,1.315421343,1.356776476,1.323039293,1.345366478,1.339699745,1.345883846
127,1.331235297,1.34908278,1.33917191,1.4,1.370906711,1.36331296,1.325223088,1.372613072,1.313358068,1.350398898,1.321143627,1.342784405,1.338179111,1.34335351
128,1.325930378,1.335977673,1.339319038,1.4,1.368122935,1.337003112,1.330258846,1.332924366,1.311579108,1.347668886,1.336938739,1.334908366,1.330426455,1.346652746
129,1.321578744,1.338517451,1.338054299,1.4,1.365952253,1.349473476,1.313090563,1.354638815,1.309432149,1.342769384,1.34304595,1.328618884,1.329792261,1.346045017
130,1.321225074,1.33400631,1.328811979,1.4,1.363488436,1.338240147,1.320930243,1.339644909,1.307727814,1.331919909,1.325453997,1.331294775,1.317526817,1.337864399
131,1.31564853,1.329369497,1.326817012,1.4,1.36113596,1.331453681,1.318880558,1.329367757,1.306009531,1.334371924,1.322208762,1.325600624,1.323818684,1.328085065
132,1.32090257,1.330958533,1.319025183,1.4,1.359008431,1.339774847,1.304789543,1.347097635,1.30412221,1.330266714,1.314424396,1.313973546,1.320319176,1.316142082
133,1.347432877,1.320596242,1.318345761,1.4,1.356516123,1.316999435,1.316106915,1.310661554,1.302697182,1.326966166,1.319853306,1.318940163,1.312931776,1.313037395
134,1.326012807,1.328421473,1.318832588,1.4,1.354628801,1.335981369,1.306856632,1.343616366,1.301024199,1.325534225,1.32037282,1.323967338,1.316513538,1.307775021
135,1.310118678,1.31300652,1.318666887,1.4,1.352128744,1.309350371,1.2989676,1.305114031,1.299471855,1.33095324,1.312413931,1.318534493,1.31555891,1.315873861
136,1.305216202,1.322039485,1.318112683,1.4,1.350326777,1.325461626,1.309775591,1.326455235,1.298178196,1.328225255,1.310335398,1.31868577,1.312789202,1.320527792
137,1.300406195,1.311742568,1.307299519,1.4,1.347973108,1.307379723,1.295453072,1.31128335,1.296623588,1.320869684,1.300580025,1.31057024,1.295948982,1.308528662
138,1.300235736,1.309733558,1.307490253,1.4,1.346117496,1.310440779,1.29488945,1.301850319,1.295369744,1.319446921,1.297760963,1.315061569,1.291336894,1.313844919
139,1.289506672,1.313635445,1.303494263,1.4,1.344018459,1.309034705,1.301680088,1.319322348,1.294121623,1.316346884,1.289257765,1.311320066,1.292053699,1.308492899
140,1.279253057,1.299529481,1.299470568,1.4,1.342041254,1.294426441,1.285645008,1.282757521,1.292777181,1.314571142,1.282708049,1.301852822,1.294167161,1.304053664
141,1.279207817,1.309702349,1.295450092,1.4,1.340213418,1.308818579,1.291534185,1.316234589,1.291710973,1.309566975,1.285530806,1.295610547,1.282351017,1.304191113
142,1.274036761,1.296450639,1.296271181,1.4,1.3381387,1.28343749,1.292184472,1.277961016,1.290531516,1.311036468,1.297050595,1.289191961,1.280997276,1.303079605
143,1.274127392,1.300940871,1.287138701,1.4,1.336513996,1.302053928,1.277928829,1.298801184,1.289406419,1.301222205,1.279891968,1.288078785,1.272094965,1.29440558
144,1.263763943,1.295001912,1.2855371,1.4,1.334437728,1.2797544,1.287973642,1.284383535,1.288460255,1.302604675,1.274953961,1.287938356,1.272537947,1.289650559
145,1.258137369,1.293235612,1.280726147,1.4,1.33289957,1.288954496,1.281897068,1.275050521,1.287376404,1.303526759,1.270114541,1.27588582,1.275960207,1.278143406
146,1.253259864,1.292422128,1.276782489,1.4,1.330938578,1.280280352,1.27244103,1.29200387,1.28644681,1.29955101,1.270275593,1.272530556,1.263773084,1.277782202
147,1.253231332,1.285801554,1.276511621,1.4,1.329377174,1.274180532,1.28339982,1.256479502,1.285570741,1.297345161,1.272891521,1.278501987,1.261786819,1.272032619
148,1.248087496,1.290890026,1.272728849,1.4,1.327615261,1.28101778,1.271677732,1.289529562,1.284609795,1.296290636,1.262475491,1.272787333,1.26003778,1.272053003
149,1.253435428,1.278317189,1.26742847,1.4,1.325973988,1.261507988,1.268888712,1.251377106,1.283838153,1.296763659,1.252257109,1.265008926,1.2522614,1.270851254
150,1.289804877,1.287022757,1.265026283,1.4,1.324429154,1.277950406,1.277252316,1.272472382,1.283009529,1.29420495,1.250999212,1.267640591,1.245177507,1.267109156
151,1.263540202,1.276023054,1.25893302,1.4,1.322721481,1.254373431,1.262600303,1.258216143,1.282203913,1.289862871,1.24559617,1.259937525,1.237328291,1.261940241
152,1.247976171,1.277384376,1.26291759,1.4,1.321346045,1.268737316,1.266471028,1.248843431,1.281524062,1.294053435,1.248813987,1.264299154,1.241135597,1.266285777
153,1.232120288,1.277813792,1.261077523,1.4,1.319640636,1.253389955,1.269481063,1.265796304,1.280761003,1.28868413,1.245049715,1.259147406,1.245189905,1.267316461
154,1.227113767,1.267962551,1.251585913,1.4,1.318347454,1.254875541,1.255451918,1.231043339,1.280094504,1.288626194,1.236983299,1.242087364,1.23325932,1.256973386
155,1.221739758,1.275633979,1.253294396,1.4,1.316732049,1.254724979,1.264110804,1.263133287,1.279468775,1.285964847,1.235165596,1.254793882,1.228042841,1.262504816
156,1.211102679,1.264647364,1.247378016,1.4,1.315996885,1.2417171,1.260707378,1.226017475,1.278797984,1.284865737,1.223966599,1.248470545,1.224589467,1.25499773
157,1.205615977,1.268907905,1.246435452,1.4,1.315190434,1.253685594,1.250467062,1.246960878,1.278235555,1.283575535,1.220067024,1.244439006,1.231972218,1.252123475
158,1.200893626,1.263665772,1.239005065,1.4,1.314534187,1.232774258,1.260898113,1.232464314,1.277657986,1.276866674,1.219738483,1.234242797,1.214764357,1.249413013
159,1.190590399,1.262880373,1.243523478,1.4,1.313949227,1.247707963,1.251823425,1.223836303,1.277084947,1.28189218,1.238092661,1.228589058,1.216771245,1.252272248
160,1.185179251,1.26133554,1.230999589,1.4,1.313255668,1.229146957,1.247336388,1.240339518,1.276599169,1.26666832,1.217275858,1.228275418,1.201750994,1.241027355
161,1.179670682,1.25768857,1.229657602,1.4,1.312831521,1.236994743,1.256330609,1.206216097,1.27606988,1.270174742,1.214432001,1.225750923,1.203318119,1.234612226
162,1.174595284,1.259759426,1.221606803,1.4,1.312172055,1.229536772,1.243710518,1.237786412,1.275591373,1.267769337,1.203055143,1.213468313,1.20405376,1.219687462
163,1.153818332,1.25164001,1.217778015,1.4,1.311874032,1.224056125,1.245427728,1.201688766,1.275153399,1.266713738,1.203350663,1.209660769,1.190211296,1.218953609
