x,test_data,pred1,pred2,threshold,seed_0_fixed,seed_1_fixed,seed_2_fixed,seed_3_fixed,seed_4_fixed,seed_0_moving,seed_1_moving,seed_2_moving,seed_3_moving,seed_4_moving
58,1.592096432,1.578024817,1.60222609,1.4,1.578481913,1.570647001,1.581280589,1.579220653,1.580493927,1.608733654,1.604678631,1.58029604,1.598999023,1.618423104
59,1.586601182,1.575963736,1.595056915,1.4,1.574028373,1.566364288,1.576767802,1.586263061,1.576395154,1.575381756,1.602572322,1.591757894,1.596603036,1.608969569
60,1.580076649,1.569377708,1.614844871,1.4,1.569622278,1.562066793,1.573946714,1.568896413,1.572356343,1.603193164,1.608517766,1.630776167,1.617272019,1.614465237
61,1.564173295,1.56538322,1.598036337,1.4,1.565484285,1.557702184,1.567273021,1.568078399,1.56837821,1.605659723,1.595448256,1.599286795,1.590329647,1.599457264
62,1.555618272,1.563318372,1.604167008,1.4,1.561532497,1.553540587,1.565444708,1.57165432,1.564419746,1.61660254,1.603846788,1.609758854,1.592148066,1.598478794
63,1.540204528,1.555525208,1.581504536,1.4,1.557327151,1.549199343,1.55852747,1.552101731,1.560470343,1.590963364,1.589941978,1.578114629,1.5660007,1.582502007
64,1.532161302,1.553640032,1.579180908,1.4,1.553042889,1.545035005,1.554986715,1.558607578,1.556527972,1.582494497,1.586177945,1.575640678,1.569695592,1.581895828
65,1.53162324,1.549561334,1.568061447,1.4,1.548849106,1.540794373,1.550990105,1.554577112,1.552595973,1.573821902,1.575565338,1.563569307,1.558522463,1.568828225
66,1.522259595,1.542583799,1.557173443,1.4,1.544734955,1.536584377,1.545144558,1.537770629,1.548684478,1.583279014,1.559742212,1.539114594,1.549699068,1.554032326
67,1.506526713,1.541945672,1.542636323,1.4,1.540693402,1.532440662,1.543255806,1.548550367,1.544788122,1.56636107,1.552696347,1.520918489,1.528575659,1.544630051
68,1.501421956,1.535746026,1.530622316,1.4,1.536649823,1.528230429,1.536418438,1.536520123,1.540911317,1.54350853,1.541991234,1.518933535,1.506517649,1.54216063
69,1.496353412,1.530727434,1.534100723,1.4,1.53256619,1.524147511,1.533811688,1.526060343,1.537051439,1.5319767,1.543280959,1.530739784,1.522959113,1.54154706
70,1.5334262,1.529450798,1.528757501,1.4,1.528322339,1.519979954,1.528779626,1.536964893,1.533207178,1.537598372,1.532247782,1.525547862,1.513714075,1.534679413
71,1.523845268,1.522381973,1.5193995,1.4,1.524129629,1.51590538,1.523861408,1.518635273,1.529378176,1.539656878,1.522563219,1.512850761,1.499862552,1.52206409
72,1.501192099,1.518980742,1.513823223,1.4,1.520127416,1.511821508,1.521260858,1.516129017,1.525564909,1.525822401,1.518348575,1.505850077,1.497789025,1.521306038
73,1.492417671,1.516859746,1.516182518,1.4,1.516177893,1.507727027,1.514777899,1.523840427,1.521775484,1.522578955,1.516076803,1.509355068,1.510286808,1.522614956
74,1.483323852,1.509697556,1.497823048,1.4,1.512120843,1.503720045,1.512782097,1.501850128,1.518014669,1.500345945,1.500348806,1.496146441,1.488563061,1.503710985
75,1.480737679,1.507394981,1.496365285,1.4,1.507983208,1.499659538,1.507282495,1.507766008,1.514283657,1.499201536,1.494216084,1.50619936,1.487790108,1.494419336
76,1.473507781,1.504472685,1.488170361,1.4,1.503933668,1.495727062,1.503465176,1.508659363,1.510578156,1.489242792,1.487777233,1.490993977,1.487674832,1.485162973
77,1.468019285,1.497146154,1.483921671,1.4,1.499947071,1.491775632,1.500071049,1.487044573,1.506892443,1.487079382,1.4833287,1.487144232,1.479917169,1.482138872
78,1.458092356,1.496311545,1.475106907,1.4,1.495969415,1.487849951,1.494198799,1.500315666,1.503223896,1.476284981,1.477692842,1.476278782,1.469698668,1.475579262
79,1.447866099,1.491813135,1.470185399,1.4,1.491973162,1.483973861,1.492148399,1.491398931,1.499571323,1.467751741,1.47357583,1.468065381,1.468016624,1.473517418
80,1.452780878,1.485150719,1.465440035,1.4,1.487954497,1.480069399,1.486350656,1.475443482,1.495935559,1.464628696,1.468145728,1.464113951,1.463233948,1.467077851
81,1.442535636,1.485566449,1.45654912,1.4,1.483920097,1.476233721,1.483408093,1.491953015,1.492317319,1.467391729,1.457462668,1.447789311,1.454782009,1.455319881
82,1.439271288,1.47871306,1.448776722,1.4,1.479919672,1.472382307,1.479361296,1.47318399,1.488718033,1.459220648,1.452774286,1.436487198,1.444679499,1.450721979
83,1.428647568,1.474268842,1.442413306,1.4,1.476021051,1.468575001,1.474382401,1.467227459,1.485138297,1.446158171,1.447976351,1.435986519,1.432543039,1.449402452
84,1.424902675,1.474316883,1.441232824,1.4,1.472135305,1.464787126,1.472001553,1.481082439,1.481577992,1.43694067,1.445738792,1.4392277,1.435770035,1.448486924
85,1.469811532,1.465857386,1.442097044,1.4,1.468180418,1.461010933,1.4662292,1.45582962,1.478036761,1.44194448,1.443196416,1.441706181,1.437487364,1.44615078
86,1.452581965,1.464182544,1.431320167,1.4,1.464186668,1.457279921,1.463721991,1.461209893,1.474514246,1.438820601,1.43324399,1.428215027,1.421369672,1.434951544
87,1.442834199,1.4622123,1.434983325,1.4,1.460247517,1.453540683,1.459084034,1.467177629,1.471011639,1.437052488,1.43454349,1.431736469,1.42982769,1.441756487
88,1.428376059,1.45394764,1.436913395,1.4,1.456362963,1.449849129,1.4550035,1.440992355,1.467530251,1.436029196,1.434809804,1.430698276,1.440051317,1.442978382
89,1.415454784,1.454172873,1.420763445,1.4,1.45247066,1.446161985,1.452189445,1.455971718,1.464070559,1.417527199,1.421045065,1.421864986,1.415808439,1.427571535
90,1.45457667,1.449862003,1.425360227,1.4,1.448564768,1.442504406,1.446858287,1.450749159,1.460633397,1.419854403,1.421515822,1.437243223,1.425487995,1.42269969
91,1.428317955,1.442958117,1.414178252,1.4,1.444655776,1.438879848,1.44454515,1.429492354,1.457217455,1.40871048,1.413355827,1.417771101,1.418764472,1.412289381
92,1.419702688,1.443890214,1.420449543,1.4,1.440760255,1.435259819,1.439595938,1.450013638,1.453821421,1.414403439,1.415773511,1.426708221,1.423508883,1.421853662
93,1.415560663,1.437604952,1.418809891,1.4,1.436887503,1.431684613,1.436225772,1.432781935,1.450444937,1.413995385,1.416563749,1.416865587,1.426192284,1.420432448
94,1.405680035,1.432507491,1.403914046,1.4,1.433046341,1.428113699,1.432799101,1.421491146,1.447087169,1.395378351,1.406722069,1.40426743,1.403591752,1.409610629
95,1.408446107,1.433428335,1.410685086,1.4,1.429208279,1.424572229,1.427891016,1.441721439,1.443748713,1.402193427,1.408525944,1.419487476,1.41408217,1.409136415
96,1.396854778,1.425379181,1.400809717,1.4,1.425427914,1.421052694,1.425459385,1.414526224,1.440429688,1.402011514,1.399595737,1.391427994,1.411168337,1.399845004
97,1.393567037,1.422655082,1.39853313,1.4,1.421676159,1.417546868,1.42031765,1.41660428,1.437130451,1.402945518,1.399080396,1.392373204,1.39923358,1.39903295
98,1.389364429,1.422595263,1.388751149,1.4,1.417963147,1.414073944,1.417321205,1.429766417,1.4338516,1.389894485,1.392977118,1.383939028,1.383033276,1.393911839
99,1.378565142,1.413382721,1.392178535,1.4,1.414304137,1.410611987,1.413346529,1.398058176,1.430592775,1.381656051,1.396657228,1.389384508,1.393843651,1.399351239
100,1.38490111,1.413529301,1.39249301,1.4,1.410630465,1.407180309,1.408945441,1.413535476,1.427354813,1.38589263,1.39345026,1.394597769,1.390281081,1.398243308
101,1.370325181,1.410962367,1.386229134,1.4,1.406957865,1.403765202,1.406182289,1.413769841,1.424136639,1.395691395,1.385421872,1.378311396,1.384552002,1.387169003
102,1.373346439,1.402194476,1.379334927,1.4,1.403289795,1.400372148,1.401126862,1.38524437,1.420939207,1.386037707,1.38391614,1.370608926,1.373818636,1.382293224
103,1.367948729,1.404563784,1.372808933,1.4,1.399646282,1.397003293,1.398383379,1.410023212,1.417762756,1.376729012,1.37719059,1.36949265,1.362635493,1.377996922
104,1.356714109,1.398653841,1.371215415,1.4,1.396031141,1.393649459,1.394047618,1.394933701,1.414607286,1.366337061,1.375645041,1.3675704,1.369752407,1.376772165
105,1.460431021,1.392275262,1.372298765,1.4,1.392425895,1.390324593,1.390186787,1.376966119,1.411472917,1.372190952,1.372636199,1.371023178,1.368746758,1.376896739
106,1.450099894,1.395037007,1.360425377,1.4,1.388837814,1.387014627,1.387097359,1.403876066,1.40835917,1.366292477,1.36314702,1.355677843,1.352535248,1.364474297
107,1.43814069,1.386353564,1.372445774,1.4,1.385266781,1.383729696,1.38235569,1.37514925,1.405266404,1.365246058,1.369274855,1.368245006,1.372471452,1.386991501
108,1.428368198,1.383341861,1.392456484,1.4,1.381715775,1.380465746,1.379687428,1.37264657,1.402193785,1.381509423,1.381362081,1.384456754,1.40945375,1.405500412
109,1.414787452,1.384680247,1.368931651,1.4,1.37818718,1.377219677,1.375200748,1.393651724,1.399141908,1.355200529,1.363394499,1.37157774,1.371701717,1.382783771
110,1.413889163,1.374649096,1.386586189,1.4,1.374680519,1.373999119,1.371802568,1.356652737,1.396110535,1.369259596,1.371114254,1.414644241,1.397088528,1.380824327
111,1.398933166,1.374908018,1.375174212,1.4,1.371187806,1.370794535,1.368374109,1.371083736,1.393099904,1.352732658,1.36557436,1.389705896,1.397310495,1.370547652
112,1.395332258,1.373604941,1.386749101,1.4,1.367712021,1.367613792,1.364022255,1.378566504,1.390110135,1.365842938,1.374298215,1.411746264,1.40410471,1.377753377
113,1.39004613,1.363783312,1.376703691,1.4,1.364259481,1.364452124,1.361277819,1.341785669,1.387141466,1.359909534,1.371306658,1.389635563,1.392935514,1.369731188
114,1.386027145,1.366651749,1.376960444,1.4,1.360835552,1.36131072,1.356795907,1.370122552,1.384194016,1.35691452,1.375745177,1.381157637,1.39433527,1.376649618
115,1.38821526,1.361937666,1.374703264,1.4,1.357437372,1.358191729,1.35369885,1.359092832,1.381267548,1.354873538,1.375614882,1.38018012,1.386924267,1.375923514
116,1.376182656,1.353966355,1.373029065,1.4,1.354050159,1.355090618,1.349999666,1.332329035,1.378362298,1.376590371,1.368595839,1.357181787,1.392802954,1.369974375
117,1.36471689,1.358209658,1.365115047,1.4,1.350676775,1.352012157,1.346035004,1.366846085,1.375478268,1.373336315,1.368396401,1.339774609,1.376340628,1.36772728
118,1.358985474,1.349848318,1.354601622,1.4,1.347288609,1.348951936,1.343104124,1.337281108,1.372615814,1.360010028,1.360518694,1.341934681,1.343976259,1.366568446
119,1.346230876,1.345362329,1.364736962,1.4,1.343922853,1.345913053,1.338750243,1.328450918,1.36977458,1.351212025,1.370779514,1.359217882,1.368825436,1.373649955
120,1.426842782,1.348989773,1.368799734,1.4,1.340577364,1.342893958,1.335812688,1.358708143,1.366956711,1.360825539,1.369566441,1.367844582,1.367580175,1.378181934
121,1.406448148,1.337948823,1.36339078,1.4,1.33724308,1.339894176,1.331950188,1.316495299,1.364161372,1.371290207,1.3642869,1.360660553,1.352090836,1.368625402
122,1.393490749,1.337841082,1.369311834,1.4,1.333948851,1.336916208,1.328366518,1.328585982,1.361387849,1.368025541,1.370232821,1.363462329,1.363024712,1.381813765
123,1.388249351,1.338616276,1.383437395,1.4,1.330672979,1.333954573,1.325273514,1.344544053,1.35863626,1.381024361,1.378395677,1.37529397,1.389584541,1.392888427
124,1.370187834,1.327031279,1.356724,1.4,1.32742095,1.331014156,1.32118845,1.299626589,1.355906248,1.351817131,1.357991457,1.354817629,1.351135373,1.36785841
125,1.379695167,1.330764508,1.37070961,1.4,1.324189067,1.328092098,1.318338394,1.33000505,1.353197932,1.364670277,1.362269163,1.387519836,1.372323036,1.366765738
126,1.368658632,1.327215147,1.356115484,1.4,1.320974469,1.32518959,1.314467788,1.324932814,1.350511074,1.346515656,1.353807449,1.35979867,1.366381049,1.354074597
127,1.362737178,1.317595935,1.362643218,1.4,1.317779899,1.322307348,1.311201811,1.288844347,1.34784627,1.353963017,1.357027531,1.375592947,1.366997004,1.359635592
128,1.363405113,1.323371935,1.356646371,1.4,1.314597368,1.319443464,1.307976842,1.329639077,1.345202923,1.34682405,1.355793715,1.361946106,1.363165379,1.355502605
129,1.351864604,1.31534493,1.353267479,1.4,1.311431885,1.316599846,1.304203629,1.301907539,1.342581749,1.34036696,1.35495317,1.353780031,1.359269619,1.357967615
130,1.354796973,1.309631253,1.353095532,1.4,1.30828774,1.313774586,1.301368237,1.284743071,1.339982629,1.340446353,1.354111075,1.358282447,1.356926084,1.355711699
131,1.341051441,1.315119553,1.348441029,1.4,1.305164695,1.310968637,1.297590852,1.324465752,1.337407827,1.355534077,1.345570326,1.335235357,1.359456539,1.346408844
