x,test_data,pred1,pred2,threshold
174,1.004406299,1.008612138,0.993469745,0.77
175,1.005054048,1.008266872,0.993653721,0.77
176,1.005266705,1.007890725,0.994484824,0.77
177,1.005370895,1.007505071,0.994755214,0.77
178,1.00539994,1.00715338,0.994779539,0.77
179,1.005700273,1.006778216,0.995036817,0.77
180,1.005801999,1.00637427,0.995916635,0.77
181,1.005855574,1.006022185,0.9964921,0.77
182,1.005880827,1.005683476,0.996301371,0.77
183,1.00601995,1.005282217,0.996197647,0.77
184,1.005986302,1.004909676,0.996396899,0.77
185,1.005987602,1.004566377,0.997070909,0.77
186,1.005969613,1.004186493,0.997567105,0.77
187,0.996330957,1.003822607,0.997672796,0.77
188,0.994821745,1.003493601,0.99750213,0.77
189,0.994521028,1.003096604,0.996974659,0.77
190,0.988384346,1.002717507,0.996593398,0.77
191,0.987131133,1.002398074,0.996089268,0.77
192,0.996188667,1.00202114,0.995790946,0.77
193,1.001626754,1.001632994,0.994978201,0.77
194,0.997317645,1.001291794,0.994821632,0.77
195,0.986896635,1.000922334,0.995210892,0.77
196,1.02672174,1.000548548,0.995277244,0.77
197,1.032906029,1.000211871,0.99449538,0.77
198,1.034320311,0.999858999,0.996034718,0.77
199,1.034823915,0.999474132,0.999174958,0.77
200,1.034883664,0.999127752,1.001081264,0.77
201,1.034729272,0.998781896,1.002594244,0.77
202,1.034700333,0.998415452,1.004852504,0.77
203,1.034815043,0.99806422,1.007364303,0.77
204,1.034575276,0.99771843,1.008893216,0.77
205,1.034186764,0.997342086,1.010473007,0.77
206,1.033809756,0.996994525,1.011845809,0.77
207,1.033089976,0.996657062,1.013007492,0.77
208,1.032852285,0.996279013,1.015348887,0.77
209,1.032568951,0.995924765,1.017001915,0.77
210,1.032250894,0.995577729,1.01754663,0.77
211,1.032131119,0.995214432,1.018056726,0.77
212,1.031588573,0.994868511,1.019866323,0.77
213,1.022828694,0.994513148,1.021033448,0.77
214,1.0139823,0.994152278,1.021193427,0.77
215,1.014445993,0.993800062,1.021634877,0.77
216,1.013516961,0.993447977,1.020625895,0.77
217,1.007194748,0.993087435,1.019839573,0.77
218,1.015550963,0.992734039,1.019577181,0.77
219,1.021081419,0.992379987,1.018810529,0.77
220,1.015078869,0.992020756,1.018137699,0.77
221,1.005128281,0.991665393,1.018487096,0.77
222,1.004521569,0.991313636,1.018129963,0.77
223,0.999107683,0.990953422,1.016731918,0.77
224,0.997610954,0.990597075,1.015840691,0.77
225,1.007006829,0.990244269,1.015073383,0.77
226,1.00764634,0.989880973,1.01346094,0.77
227,0.998219178,0.989529806,1.012559026,0.77
228,0.995885437,0.989180082,1.01245963,0.77
229,0.995310927,0.988817966,1.011174226,0.77
230,0.989817508,0.988466012,1.0089517,0.77
231,0.988537619,0.988113338,1.008256972,0.77
232,0.997985701,0.987754828,1.006730092,0.77
233,1.003679111,0.987403727,1.004475766,0.77
234,0.996413427,0.987047446,1.003165448,0.77
235,0.986898172,0.986688018,1.003280449,0.77
236,0.987088478,0.986336261,1.002128077,0.77
237,0.986731329,0.985980833,1.000668728,0.77
238,0.986320118,0.985622716,0.999418664,0.77
239,0.989053922,0.985268074,0.998430073,0.77
240,0.995421823,0.984911728,0.997767538,0.77
241,0.99569694,0.984553742,0.99746502,0.77
242,0.979523569,0.984199494,0.996970004,0.77
243,0.978796027,0.983842295,0.996346414,0.77
244,0.988936765,0.983481818,0.995765901,0.77
245,0.996628739,0.983127439,0.99453603,0.77
246,0.996920455,0.982770044,0.993382674,0.77
247,0.996858361,0.982409173,0.993355203,0.77
248,0.996821732,0.982054466,0.993273312,0.77
249,0.996884636,0.981697071,0.992755282,0.77
250,0.996836194,0.981336004,0.992222434,0.77
251,0.996811157,0.980981231,0.991949224,0.77
252,0.996588764,0.980624819,0.99149217,0.77
253,0.996391104,0.980264342,0.991019511,0.77
254,0.996212768,0.979909897,0.990634054,0.77
255,0.996031237,0.979553485,0.990429294,0.77
256,0.995919111,0.979192746,0.99050312,0.77
257,0.995840953,0.978838104,0.990591699,0.77
258,0.99585357,0.97848143,0.989780986,0.77
259,0.995717475,0.978120822,0.989186835,0.77
260,0.995650216,0.977765721,0.989586127,0.77
261,0.995422901,0.977409244,0.989555508,0.77
262,0.978968293,0.977048111,0.989398152,0.77
263,0.977751225,0.976692945,0.989386284,0.77
264,0.977572073,0.976336139,0.988355273,0.77
265,0.986315738,0.97597481,0.986645925,0.77
266,0.987101794,0.975619251,0.985667431,0.77
267,0.978350763,0.975262117,0.985702115,0.77
268,0.970441705,0.974900723,0.985671955,0.77
269,0.970365392,0.974544704,0.984358358,0.77
270,0.969981068,0.974187636,0.982733196,0.77
271,0.978424532,0.973825914,0.981705791,0.77
272,0.979639316,0.973469764,0.981111377,0.77
273,0.985294717,0.973112303,0.980506867,0.77
274,0.968932705,0.972750449,0.979400784,0.77
275,0.968343483,0.972394103,0.979119182,0.77
276,0.968214288,0.97203638,0.978820139,0.77
277,0.968504463,0.971674329,0.978033423,0.77
278,0.968478617,0.971317655,0.976841253,0.77
279,0.977820133,0.970959866,0.975623709,0.77
280,0.978414496,0.970597553,0.974763626,0.77
281,0.969279879,0.970240682,0.974334502,0.77
282,0.962305415,0.9698825,0.974881971,0.77
283,0.962519033,0.969520056,0.974106401,0.77
284,0.961963037,0.969162923,0.972615582,0.77
285,0.961012834,0.96880461,0.971456456,0.77
286,0.970035237,0.968441772,0.970483339,0.77
287,0.976620126,0.968084246,0.969557428,0.77
288,0.97116094,0.967725539,0.96941148,0.77
289,0.960203022,0.967362767,0.969842046,0.77
290,0.960370891,0.96700511,0.969138205,0.77
291,0.9625218,0.96664601,0.967825264,0.77
292,0.961954966,0.966282845,0.967285597,0.77
293,0.971186511,0.965925187,0.966921121,0.77
294,0.976562259,0.965565825,0.966236818,0.77
295,0.976611399,0.965202332,0.965865195,0.77
296,0.976663422,0.96484428,0.966267633,0.77
297,0.976685726,0.964484787,0.966427416,0.77
298,0.977403679,0.964121032,0.966810513,0.77
299,0.977598337,0.963762456,0.966914564,0.77
300,0.977758575,0.963402832,0.967238653,0.77
301,0.977844824,0.96303888,0.967322379,0.77
302,0.977905972,0.962680304,0.967900139,0.77
303,0.977996177,0.96232022,0.968291891,0.77
304,0.978002101,0.961955875,0.968383026,0.77
305,0.978086254,0.961597037,0.968352276,0.77
306,0.978253092,0.961236691,0.968442953,0.77
307,0.978530033,0.960872215,0.968662596,0.77
308,0.978345954,0.960512984,0.969110799,0.77
309,0.978335443,0.960152572,0.96959126,0.77
310,0.968181861,0.959787571,0.969828868,0.77
311,0.960875437,0.959428144,0.96957559,0.77
312,0.96095834,0.95906747,0.969229603,0.77
313,0.960850061,0.958702338,0.968075657,0.77
314,0.960041545,0.958342779,0.967430627,0.77
315,0.968387629,0.95798158,0.966863292,0.77
316,0.970099277,0.957616252,0.96625157,0.77
317,0.960681403,0.95725643,0.965794581,0.77
318,0.959780085,0.956895101,0.966096181,0.77
319,0.960119022,0.956529641,0.965740949,0.77
320,0.959215271,0.956169426,0.964650667,0.77
321,0.953110967,0.955807835,0.964147127,0.77
322,0.968342289,0.955441982,0.96374436,0.77
323,0.969640801,0.955081636,0.962617624,0.77
324,0.962179864,0.954719782,0.962310582,0.77
325,0.953404172,0.954353797,0.962994885,0.77
326,0.959040336,0.953993058,0.962584054,0.77
327,0.959370437,0.953631008,0.961359495,0.77
328,0.959004486,0.95324496,0.961029637,0.77
329,0.961072132,0.952876419,0.960974169,0.77
330,0.968796069,0.952526236,0.960256493,0.77
331,0.969519399,0.952139336,0.959874839,0.77
332,0.959684994,0.951755255,0.96006878,0.77
333,0.958761633,0.951406056,0.960195321,0.77
334,0.95886018,0.951028466,0.9601668,0.77
335,0.953386024,0.950644451,0.959947878,0.77
336,0.952863292,0.950300103,0.959415489,0.77
337,0.96035353,0.94991622,0.958756167,0.77
338,0.95213652,0.949525845,0.958239055,0.77
339,0.951568201,0.949186939,0.958093828,0.77
340,0.959637435,0.9488123,0.957254267,0.77
341,0.959228937,0.948418778,0.956396085,0.77
342,0.953321749,0.948068267,0.9563416,0.77
343,0.962193091,0.947703004,0.956669033,0.77
344,0.967648058,0.947296369,0.956174409,0.77
345,0.967903911,0.946932876,0.955894905,0.77
346,0.968051353,0.946587414,0.956628054,0.77
347,0.968137459,0.946177304,0.95721401,0.77
348,0.968288035,0.945793617,0.957001185,0.77
349,0.969355727,0.945449466,0.9571293,0.77
350,0.971342812,0.945052534,0.957816947,0.77
351,0.977409413,0.944668847,0.958206731,0.77
352,0.977785319,0.94433158,0.958742726,0.77
353,0.968992895,0.943925011,0.959731644,0.77
354,0.9689239,0.943513656,0.960354513,0.77
355,0.970171947,0.943177438,0.960563338,0.77
356,0.971298716,0.94279539,0.960769475,0.77
357,0.971200073,0.942378396,0.961091334,0.77
358,0.977818072,0.942010117,0.961351562,0.77
359,0.978210408,0.941645116,0.961853331,0.77
360,0.971482177,0.941246021,0.962296879,0.77
361,0.969555998,0.940848827,0.963289535,0.77
362,0.969421372,0.940495628,0.963933909,0.77
363,0.970751239,0.940095091,0.964100903,0.77
364,0.970729155,0.939685178,0.964032716,0.77
365,0.976093576,0.939322013,0.96436336,0.77
366,0.977114195,0.938940161,0.964652437,0.77
367,0.977256421,0.938534379,0.965209609,0.77
368,0.968784477,0.938144594,0.966012388,0.77
369,0.968666313,0.937762612,0.966388273,0.77
370,0.968456726,0.937369418,0.966599786,0.77
371,0.968143925,0.936972815,0.966728687,0.77
372,0.962379706,0.936572605,0.966836935,0.77
373,0.970012323,0.936175805,0.966743439,0.77
374,0.970812542,0.935785234,0.966455477,0.77
375,0.968812742,0.935386598,0.966452593,0.77
376,0.961987919,0.935000157,0.966537762,0.77
377,0.962446474,0.934607095,0.966433907,0.77
378,0.967794013,0.934215277,0.96596151,0.77
379,0.968273387,0.933813298,0.965483409,0.77
380,0.968521446,0.933424693,0.965434104,0.77
381,0.970255378,0.933034581,0.965330118,0.77
382,0.970625839,0.932618767,0.965114868,0.77
383,0.970774775,0.932211083,0.964937776,0.77
384,0.970860755,0.931825954,0.96497128,0.77
385,0.970855303,0.931431055,0.965179384,0.77
386,0.975960525,0.931020617,0.965668237,0.77
387,0.9761835,0.930605459,0.965869784,0.77
388,0.97627421,0.930208725,0.966314054,0.77
389,0.976273134,0.929807138,0.967127454,0.77
390,0.976280534,0.929404175,0.967826247,0.77
391,0.976072554,0.928983051,0.968109947,0.77
392,0.976120538,0.928577137,0.968534547,0.77
393,0.976021721,0.928176665,0.969024909,0.77
394,0.976031684,0.927770686,0.969439477,0.77
395,0.976049403,0.927353692,0.969690526,0.77
396,0.97599306,0.926938009,0.969903743,0.77
397,0.975807668,0.926540488,0.970163643,0.77
398,0.967837725,0.926126444,0.970284939,0.77
399,0.981061677,0.925704074,0.970186198,0.77
400,0.980040527,0.925265968,0.969752681,0.77
401,0.980707378,0.924863529,0.969961113,0.77
402,0.988402013,0.924470925,0.970791626,0.77
403,0.989169467,0.924038261,0.971087915,0.77
404,0.980805024,0.923585403,0.971655315,0.77
405,0.980057201,0.923182178,0.972663641,0.77
406,0.980366648,0.922801113,0.973404264,0.77
407,0.980080588,0.922361892,0.973284084,0.77
408,0.978981777,0.921910083,0.97358706,0.77
409,0.98666777,0.921485877,0.974026346,0.77
410,0.987137816,0.921082979,0.974092239,0.77
411,0.986045873,0.920668805,0.974561554,0.77
412,0.977659218,0.920226109,0.975469238,0.77
413,0.977888086,0.91977725,0.97603972,0.77
414,0.977855224,0.9193398,0.975911015,0.77
415,0.969457461,0.918938869,0.975999004,0.77
416,0.969624362,0.918515188,0.975945371,0.77
417,0.977920562,0.918067575,0.975029165,0.77
418,0.978439556,0.917614061,0.974609613,0.77
419,0.968751021,0.917186248,0.974367547,0.77
420,0.961066163,0.916764402,0.974221534,0.77
421,0.960596224,0.91634236,0.97386204,0.77
422,0.968304076,0.915896451,0.972814441,0.77
423,0.969400661,0.915427727,0.971636105,0.77
424,0.969844969,0.914989424,0.971303231,0.77
425,0.969942623,0.914577609,0.971238321,0.77
426,0.970236233,0.914147568,0.970717472,0.77
427,0.970538772,0.913693464,0.970096833,0.77
428,0.970543521,0.913218117,0.969870043,0.77
429,0.970305311,0.912785256,0.970112962,0.77
430,0.969513853,0.912348199,0.970200032,0.77
431,0.969229345,0.911914814,0.969759172,0.77
432,0.968956321,0.91146189,0.96927917,0.77
433,0.968709792,0.910987592,0.969141942,0.77
434,0.968626616,0.910537159,0.96928317,0.77
435,0.968496302,0.910104758,0.968787169,0.77
436,0.968373189,0.909644949,0.968126667,0.77
437,0.968210497,0.90918619,0.967614406,0.77
438,0.968062735,0.908736676,0.967630273,0.77
439,0.950677631,0.908270115,0.967453641,0.77
440,0.944216148,0.907812667,0.967195773,0.77
441,0.942054232,0.90735994,0.965845001,0.77
442,0.941696905,0.906906426,0.963570482,0.77
443,0.935099582,0.906420982,0.961579728,0.77
444,0.951306971,0.905947143,0.960146213,0.77
445,0.952675671,0.905497366,0.958256364,0.77
446,0.944277432,0.905035985,0.956842321,0.77
447,0.943345996,0.904572308,0.956343895,0.77
448,0.950378717,0.90411191,0.955369139,0.77
449,0.952777484,0.903617483,0.95390861,0.77
450,0.953148663,0.903133482,0.953296298,0.77
451,0.941981787,0.902670199,0.952885532,0.77
452,0.9345537,0.902205539,0.952071935,0.77
453,0.933766616,0.901727307,0.950701559,0.77
454,0.933488874,0.901241535,0.949258339,0.77
455,0.925815349,0.900754452,0.947569054,0.77
456,0.932064534,0.900286973,0.946359378,0.77
457,0.934399146,0.899814838,0.944911897,0.77
458,0.942825163,0.89933005,0.942756116,0.77
459,0.944075775,0.898823887,0.941525853,0.77
460,0.93417022,0.898317069,0.941773164,0.77
461,0.932905456,0.897855818,0.941695207,0.77
462,0.932788394,0.897382832,0.939861417,0.77
463,0.932048035,0.896880537,0.938422722,0.77
464,0.925898651,0.896381587,0.937373811,0.77
465,0.935160187,0.895894241,0.936926001,0.77
466,0.94155377,0.895427483,0.935998845,0.77
467,0.940892856,0.894934237,0.934667677,0.77
468,0.925918178,0.894416338,0.934207541,0.77
469,0.925919731,0.893902504,0.934584475,0.77
470,0.924649448,0.893396735,0.933894402,0.77
471,0.924065079,0.892892605,0.932451314,0.77
472,0.923905023,0.89238041,0.931807464,0.77
473,0.932850852,0.891853136,0.931229246,0.77
474,0.933658977,0.891335171,0.930094314,0.77
475,0.924349442,0.89083786,0.929782355,0.77
476,0.923468616,0.890340745,0.929591167,0.77
477,0.923947258,0.889826846,0.929014128,0.77
478,0.92362808,0.889309341,0.927852052,0.77
479,0.923425136,0.888800031,0.92719214,0.77
480,0.925416601,0.88828941,0.92639572,0.77
481,0.932079953,0.887776101,0.925657523,0.77
482,0.932338155,0.887264234,0.924659622,0.77
483,0.916784917,0.886736041,0.924196339,0.77
484,0.916806458,0.886208111,0.923897558,0.77
485,0.916805961,0.885690999,0.923099828,0.77
486,0.916817729,0.885161167,0.921819997,0.77
487,0.915766753,0.884626353,0.920595503,0.77
488,0.924356156,0.884093308,0.920322162,0.77
489,0.925041339,0.883567935,0.919891727,0.77
490,0.92526841,0.883033907,0.919244206,0.77
491,0.92524841,0.882498044,0.919015843,0.77
492,0.92519095,0.881951231,0.919155693,0.77
493,0.925084828,0.881398648,0.919683886,0.77
494,0.92501429,0.880849999,0.919621336,0.77
495,0.924757515,0.880302203,0.919372648,0.77
496,0.924803783,0.879755127,0.919195098,0.77
497,0.924389045,0.87920661,0.919552428,0.77
498,0.924307268,0.878663862,0.919443589,0.77
499,0.924123422,0.878108788,0.918449229,0.77
500,0.923545948,0.877553582,0.918331736,0.77
501,0.923351533,0.876996279,0.9187029,0.77
502,0.916832571,0.8764395,0.918871731,0.77
503,0.916038664,0.875882852,0.918456966,0.77
504,0.916840357,0.875323057,0.918309706,0.77
505,0.92371431,0.874765885,0.91792202,0.77
506,0.923720223,0.874206811,0.917641991,0.77
507,0.914420085,0.873649311,0.917543185,0.77
508,0.907612994,0.873092991,0.917529809,0.77
509,0.9076301,0.872521067,0.916854554,0.77
510,0.907026698,0.871931964,0.915835083,0.77
511,0.906355021,0.871338928,0.914954281,0.77
512,0.914081592,0.870761824,0.914077282,0.77
513,0.91469636,0.870175016,0.913002211,0.77
514,0.914875999,0.869573259,0.912293059,0.77
515,0.905256497,0.868973929,0.911868525,0.77
516,0.898454547,0.868390334,0.911635375,0.77
517,0.898388195,0.867806214,0.911053878,0.77
518,0.898034392,0.867222947,0.909627116,0.77
519,0.898233888,0.866631418,0.908253461,0.77
520,0.906146384,0.866037726,0.907219958,0.77
521,0.906467444,0.865433609,0.906343156,0.77
522,0.905123859,0.864823526,0.905763233,0.77
523,0.896771147,0.864216918,0.90533247,0.77
524,0.88922389,0.863598114,0.904752612,0.77
525,0.896624064,0.862975901,0.903867877,0.77
526,0.889222106,0.86236372,0.902248812,0.77
527,0.888775645,0.861752325,0.901226389,0.77
528,0.898138403,0.861128539,0.900212163,0.77
529,0.898467947,0.860502589,0.898896009,0.77
530,0.895861561,0.859876639,0.897856867,0.77
531,0.888001554,0.859245181,0.897319037,0.77
532,0.888899207,0.858606184,0.896704888,0.77
533,0.888800323,0.8579763,0.895698595,0.77
534,0.888200523,0.857337499,0.894745541,0.77
535,0.888813965,0.856676406,0.893956989,0.77
536,0.896120337,0.85604108,0.893246394,0.77
537,0.89619847,0.85540818,0.892588186,0.77
538,0.896360423,0.854751873,0.8918989,0.77
539,0.896360027,0.854091173,0.891575861,0.77
540,0.896224346,0.853433424,0.891351825,0.77
541,0.89647959,0.852786952,0.891425389,0.77
542,0.896587904,0.852135497,0.891144902,0.77
543,0.896599833,0.851471126,0.890777671,0.77
544,0.896587643,0.85079456,0.89098525,0.77
545,0.896644039,0.850119567,0.890683717,0.77
546,0.896742301,0.849469554,0.89012661,0.77
547,0.896468793,0.848816592,0.889768428,0.77
548,0.896474188,0.848111767,0.889828289,0.77
549,0.89644309,0.847405893,0.889919621,0.77
550,0.896501057,0.846739292,0.88966608,0.77
551,0.879988995,0.846048039,0.889544982,0.77
552,0.879170476,0.845352721,0.889698929,0.77
553,0.879718458,0.844649011,0.888688767,0.77
554,0.887363346,0.84394871,0.886916214,0.77
555,0.887585623,0.84323523,0.885817868,0.77
556,0.878870049,0.842525357,0.885409003,0.77
557,0.878169323,0.84183771,0.885229486,0.77
558,0.877973642,0.841113216,0.883975816,0.77
559,0.878217348,0.840389508,0.882774466,0.77
560,0.877997444,0.839686519,0.882302201,0.77
561,0.879028493,0.838961565,0.881920677,0.77
562,0.880122726,0.838225532,0.880833542,0.77
563,0.880103767,0.837523264,0.879469657,0.77
564,0.87089416,0.836789262,0.878944939,0.77
565,0.869994055,0.836016446,0.878817677,0.77
566,0.870363326,0.835297656,0.878036535,0.77
567,0.870187871,0.834570277,0.876503229,0.77
568,0.869725895,0.833816212,0.875424552,0.77
569,0.870946237,0.833051592,0.874937272,0.77
570,0.870955717,0.832308018,0.87398389,0.77
571,0.87768963,0.831558675,0.873217696,0.77
572,0.8617314,0.83078894,0.872256315,0.77
573,0.861230512,0.830031335,0.872057062,0.77
574,0.861264579,0.829249799,0.870827192,0.77
575,0.860697308,0.828468984,0.869142497,0.77
576,0.860280855,0.827693939,0.86821298,0.77
577,0.869261217,0.826913977,0.867617255,0.77
578,0.870103303,0.826124179,0.866567558,0.77
579,0.870436377,0.825344741,0.865357816,0.77
580,0.860559738,0.824555141,0.865141189,0.77
